id	text	title
11	simplified Chinese: 前汉; pinyin: Qiánhàn) dynasty, thirteen centrally controlled commanderies—including the capital region—existed in the western third of the empire, while the eastern two-thirds were divided into ten semi-autonomous kingdoms. To placate his prominent commanders from the war with Chu, Emperor Gaozu enfeoffed some of them as kings.By 196 BC, the Han court had replaced all but one of these kings (the exception being in Changsha) with royal Liu family members, since the loyalty of non-relatives to the throne was questioned. After several insurrections by Han kings—the largest being the Rebellion of the Seven States in 154 BC—the imperial court	Han dynasty
12	enacted a series of reforms beginning in 145 BC limiting the size and power of these kingdoms and dividing their former territories into new centrally controlled commanderies. Kings were no longer able to appoint their own staff; this duty was assumed by the imperial court. Kings became nominal heads of their fiefs and collected a portion of tax revenues as their personal incomes. The kingdoms were never entirely abolished and existed throughout the remainder of Western and Eastern Han.To the north of China proper, the nomadic Xiongnu chieftain Modu Chanyu (r. 209–174 BC) conquered various tribes inhabiting the eastern portion	Han dynasty
13	of the Eurasian Steppe. By the end of his reign, he controlled Manchuria, Mongolia, and the Tarim Basin, subjugating over twenty states east of Samarkand. Emperor Gaozu was troubled about the abundant Han-manufactured iron weapons traded to the Xiongnu along the northern borders, and he established a trade embargo against the group.In retaliation, the Xiongnu invaded what is now Shanxi province, where they defeated the Han forces at Baideng in 200 BC. After negotiations, the heqin agreement in 198 BC nominally held the leaders of the Xiongnu and the Han as equal partners in a royal marriage alliance, but the	Han dynasty
14	Han were forced to send large amounts of tribute items such as silk clothes, food, and wine to the Xiongnu.Despite the tribute and a negotiation between Laoshang Chanyu (r. 174–160 BC) and Emperor Wen (r. 180–157 BC) to reopen border markets, many of the Chanyu's Xiongnu subordinates chose not to obey the treaty and periodically raided Han territories south of the Great Wall for additional goods. In a court conference assembled by Emperor Wu (r. 141–87 BC) in 135 BC, the majority consensus of the ministers was to retain the heqin agreement. Emperor Wu accepted this, despite continuing Xiongnu raids.However,	Han dynasty
15	a court conference the following year convinced the majority that a limited engagement at Mayi involving the assassination of the Chanyu would throw the Xiongnu realm into chaos and benefit the Han. When this plot failed in 133 BC, Emperor Wu launched a series of massive military invasions into Xiongnu territory. The assault culminated in 119 BC at the Battle of Mobei, when Han commanders Huo Qubing (d. 117 BC) and Wei Qing (d. 106 BC) forced the Xiongnu court to flee north of the Gobi Desert, and Han forces reached as far north as Lake Baikal.After Wu's reign, Han	Han dynasty
16	forces continued to fight the Xiongnu. The Xiongnu leader Huhanye Chanyu (r. 58–31 BC) finally submitted to the Han as a tributary vassal in 51 BC. Huhanye's rival claimant to the throne, Zhizhi Chanyu (r. 56–36 BC), was killed by Han forces under Chen Tang and Gan Yanshou (甘延壽) at the Battle of Zhizhi, in modern Taraz, Kazakhstan.In 121 BC, Han forces expelled the Xiongnu from a vast territory spanning the Hexi Corridor to Lop Nur. They repelled a joint Xiongnu-Qiang invasion of this northwestern territory in 111 BC. In that same year, the Han court established four new frontier	Han dynasty
17	commanderies in this region to consolidate their control: Jiuquan, Zhangyi, Dunhuang, and Wuwei. The majority of people on the frontier were soldiers. On occasion, the court forcibly moved peasant farmers to new frontier settlements, along with government-owned slaves and convicts who performed hard labor. The court also encouraged commoners, such as farmers, merchants, landowners, and hired laborers, to voluntarily migrate to the frontier.Even before Han's expansion into Central Asia, diplomat Zhang Qian's travels from 139 to 125 BC had established Chinese contacts with many surrounding civilizations. Zhang encountered Dayuan (Fergana), Kangju (Sogdiana), and Daxia (Bactria, formerly the Greco-Bactrian Kingdom); he	Han dynasty
18	also gathered information on Shendu (Indus River valley of North India) and Anxi (the Parthian Empire). All of these countries eventually received Han embassies. These connections marked the beginning of the Silk Road trade network that extended to the Roman Empire, bringing Han items like silk to Rome and Roman goods such as glasswares to China.From roughly 115 to 60 BC, Han forces fought the Xiongnu over control of the oasis city-states in the Tarim Basin. Han was eventually victorious and established the Protectorate of the Western Regions in 60 BC, which dealt with the region's defense and foreign affairs.	Han dynasty
19	The Han also expanded southward. The naval conquest of Nanyue in 111 BC expanded the Han realm into what are now modern Guangdong, Guangxi, and northern Vietnam. Yunnan was brought into the Han realm with the conquest of the Dian Kingdom in 109 BC, followed by parts of the Korean Peninsula with the Han conquest of Gojoseon and colonial establishments of Xuantu Commandery and Lelang Commandery in 108 BC. In China's first known nationwide census taken in 2 AD, the population was registered as having 57,671,400 individuals in 12,366,470 households.To pay for his military campaigns and colonial expansion, Emperor Wu	Han dynasty
20	nationalized several private industries. He created central government monopolies administered largely by former merchants. These monopolies included salt, iron, and liquor production, as well as bronze-coin currency. The liquor monopoly lasted only from 98 to 81 BC, and the salt and iron monopolies were eventually abolished in early Eastern Han. The issuing of coinage remained a central government monopoly throughout the rest of the Han dynasty.The government monopolies were eventually repealed when a political faction known as the Reformists gained greater influence in the court. The Reformists opposed the Modernist faction that had dominated court politics in Emperor Wu's reign	Han dynasty
21	and during the subsequent regency of Huo Guang (d. 68 BC). The Modernists argued for an aggressive and expansionary foreign policy supported by revenues from heavy government intervention in the private economy. The Reformists, however, overturned these policies, favoring a cautious, non-expansionary approach to foreign policy, frugal budget reform, and lower tax-rates imposed on private entrepreneurs.=== Wang Mang's reign and civil war ===Wang Zhengjun (71 BC – 13 AD) was first empress, then empress dowager, and finally grand empress dowager during the reigns of the Emperors Yuan (r. 49–33 BC), Cheng (r. 33–7 BC), and Ai (r. 7–1 BC), respectively.	Han dynasty
22	During this time, a succession of her male relatives held the title of regent. Following the death of Ai, Wang Zhengjun's nephew Wang Mang (45 BC – 23 AD) was appointed regent as Marshall of State on 16 August under Emperor Ping (r. 1 BC – 6 AD).When Ping died on 3 February 6 AD, Ruzi Ying (d. 25 AD) was chosen as the heir and Wang Mang was appointed to serve as acting emperor for the child. Wang promised to relinquish his control to Liu Ying once he came of age. Despite this promise, and against protest and revolts	Han dynasty
23	from the nobility, Wang Mang claimed on 10 January that the divine Mandate of Heaven called for the end of the Han dynasty and the beginning of his own: the Xin dynasty (9–23 AD).Wang Mang initiated a series of major reforms that were ultimately unsuccessful. These reforms included outlawing slavery, nationalizing land to equally distribute between households, and introducing new currencies, a change which debased the value of coinage. Although these reforms provoked considerable opposition, Wang's regime met its ultimate downfall with the massive floods of c. 3 AD and 11 AD. Gradual silt buildup in the Yellow River had	Han dynasty
24	raised its water level and overwhelmed the flood control works. The Yellow River split into two new branches: one emptying to the north and the other to the south of the Shandong Peninsula, though Han engineers managed to dam the southern branch by 70 AD.The flood dislodged thousands of peasant farmers, many of whom joined roving bandit and rebel groups such as the Red Eyebrows to survive. Wang Mang's armies were incapable of quelling these enlarged rebel groups. Eventually, an insurgent mob forced their way into the Weiyang Palace and killed Wang Mang.The Gengshi Emperor (r. 23–25 AD), a descendant	Han dynasty
25	of Emperor Jing (r. 157–141 BC), attempted to restore the Han dynasty and occupied Chang'an as his capital. However, he was overwhelmed by the Red Eyebrow rebels who deposed, assassinated, and replaced him with the puppet monarch Liu Penzi. Gengshi's distant cousin Liu Xiu, known posthumously as Emperor Guangwu (r. 25–57 AD), after distinguishing himself at the Battle of Kunyang in 23 AD, was urged to succeed Gengshi as emperor.Under Guangwu's rule the Han Empire was restored. Guangwu made Luoyang his capital in 25 AD, and by 27 AD his officers Deng Yu and Feng Yi had forced the Red	Han dynasty
26	Eyebrows to surrender and executed their leaders for treason. From 26 until 36 AD, Emperor Guangwu had to wage war against other regional warlords who claimed the title of emperor; when these warlords were defeated, China reunified under the Han.The period between the foundation of the Han dynasty and Wang Mang's reign is known as the Western Han (traditional Chinese: 西漢; simplified Chinese: 西汉; pinyin: Xīhàn) or Former Han (traditional Chinese: 前漢; simplified Chinese: 前汉; pinyin: Qiánhàn) (206 BC – 9 AD). During this period the capital was at Chang'an (modern Xi'an). From the reign of Guangwu the capital was	Han dynasty
27	moved eastward to Luoyang. The era from his reign until the fall of Han is known as the Eastern Han or Later Han (25–220 AD).=== Eastern Han ===The Eastern Han (traditional Chinese: 東漢; simplified Chinese: 东汉; pinyin: Dōnghàn), also known as the Later Han (traditional Chinese: 後漢; simplified Chinese: 后汉; pinyin: Hòuhàn), formally began on 5 August AD 25, when Liu Xiu became Emperor Guangwu of Han. During the widespread rebellion against Wang Mang, the state of Goguryeo was free to raid Han's Korean commanderies; Han did not reaffirm its control over the region until AD 30.The Trưng Sisters of	Han dynasty
28	Vietnam rebelled against Han in AD 40. Their rebellion was crushed by Han general Ma Yuan (d. AD 49) in a campaign from AD 42–43. Wang Mang renewed hostilities against the Xiongnu, who were estranged from Han until their leader Bi (比), a rival claimant to the throne against his cousin Punu (蒲奴), submitted to Han as a tributary vassal in AD 50. This created two rival Xiongnu states: the Southern Xiongnu led by Bi, an ally of Han, and the Northern Xiongnu led by Punu, an enemy of Han.During the turbulent reign of Wang Mang, China lost control over	Han dynasty
29	the Tarim Basin, which was conquered by the Northern Xiongnu in AD 63 and used as a base to invade the Hexi Corridor in Gansu. Dou Gu (d. 88 AD) defeated the Northern Xiongnu at the Battle of Yiwulu in AD 73, evicting them from Turpan and chasing them as far as Lake Barkol before establishing a garrison at Hami. After the new Protector General of the Western Regions Chen Mu (d. AD 75) was killed by allies of the Xiongnu in Karasahr and Kucha, the garrison at Hami was withdrawn.At the Battle of Ikh Bayan in AD 89, Dou	Han dynasty
30	Xian (d. AD 92) defeated the Northern Xiongnu chanyu who then retreated into the Altai Mountains. After the Northern Xiongnu fled into the Ili River valley in AD 91, the nomadic Xianbei occupied the area from the borders of the Buyeo Kingdom in Manchuria to the Ili River of the Wusun people. The Xianbei reached their apogee under Tanshihuai (檀石槐) (d. AD 180), who consistently defeated Chinese armies. However, Tanshihuai's confederation disintegrated after his death.Ban Chao (d. AD 102) enlisted the aid of the Kushan Empire, occupying the area of modern India, Pakistan, Afghanistan, and Tajikistan, to subdue Kashgar and	Han dynasty
31	its ally Sogdiana. When a request by Kushan ruler Vima Kadphises (r. c. 90 – c. 100 AD) for a marriage alliance with the Han was rejected in AD 90, he sent his forces to Wakhan (Afghanistan) to attack Ban Chao. The conflict ended with the Kushans withdrawing because of lack of supplies. In AD 91, the office of Protector General of the Western Regions was reinstated when it was bestowed on Ban Chao.Foreign travelers to Eastern-Han China include Buddhist monks who translated works into Chinese, such as An Shigao from Parthia, and Lokaksema from Kushan-era Gandhara, India. In addition	Han dynasty
32	to tributary relations with the Kushans, the Han Empire received gifts from the Parthian Empire, from a king in modern Burma, from a ruler in Japan, and initiated an unsuccessful mission to Daqin (Rome) in AD 97 with Gan Ying as emissary.A Roman embassy of Emperor Marcus Aurelius (r. 161–180 AD) is recorded in the Weilüe and Hou Hanshu to have reached the court of Emperor Huan of Han (r. 146–168 AD) in AD 166, yet Rafe de Crespigny asserts that this was most likely a group of Roman merchants. In addition to Roman glasswares and coins found in China,	Han dynasty
33	"Roman medallions from the reign of Antoninus Pius and his adopted son Marcus Aurelius have been found at Óc Eo in Vietnam. This was near the commandery of Rinan (also Jiaozhi) where Chinese sources claim the Romans first landed, as well as embassies from Tianzhu (in northern India) in the years 159 and 161. Óc Eo is also thought to be the port city ""Cattigara"" described by Ptolemy in his Geography (c. 150 AD) as lying east of the Golden Chersonese (Malay Peninsula) along the Magnus Sinus (i.e. Gulf of Thailand and South China Sea), where a Greek sailor had"	Han dynasty
34	visited.Emperor Zhang's (r. 75–88 AD) reign came to be viewed by later Eastern Han scholars as the high point of the dynastic house. Subsequent reigns were increasingly marked by eunuch intervention in court politics and their involvement in the violent power struggles of the imperial consort clans. In 92 AD, with the aid of the eunuch Zheng Zhong (d. 107 AD), Emperor He (r. 88–105 AD) had Empress Dowager Dou (d. 97 AD) put under house arrest and her clan stripped of power. This was in revenge for Dou's purging of the clan of his natural mother—Consort Liang—and then concealing	Han dynasty
35	her identity from him. After Emperor He's death, his wife Empress Deng Sui (d. 121 AD) managed state affairs as the regent empress dowager during a turbulent financial crisis and widespread Qiang rebellion that lasted from 107 to 118 AD.When Empress Dowager Deng died, Emperor An (r. 106–125 AD) was convinced by the accusations of the eunuchs Li Run (李閏) and Jiang Jing (江京) that Deng and her family had planned to depose him. An dismissed Deng's clan members from office, exiled them and forced many to commit suicide. After An's death, his wife, Empress Dowager Yan (d. 126 AD)	Han dynasty
36	placed the child Marquess of Beixiang on the throne in an attempt to retain power within her family. However, palace eunuch Sun Cheng (d. 132 AD) masterminded a successful overthrow of her regime to enthrone Emperor Shun of Han (r. 125–144 AD). Yan was placed under house arrest, her relatives were either killed or exiled, and her eunuch allies were slaughtered. The regent Liang Ji (d. 159 AD), brother of Empress Liang Na (d. 150 AD), had the brother-in-law of Consort Deng Mengnü (later empress) (d. 165 AD) killed after Deng Mengnü resisted Liang Ji's attempts to control her. Afterward,	Han dynasty
37	Emperor Huan employed eunuchs to depose Liang Ji, who was then forced to commit suicide.Students from the Imperial University organized a widespread student protest against the eunuchs of Emperor Huan's court. Huan further alienated the bureaucracy when he initiated grandiose construction projects and hosted thousands of concubines in his harem at a time of economic crisis. Palace eunuchs imprisoned the official Li Ying (李膺) and his associates from the Imperial University on a dubious charge of treason. In 167 AD, the Grand Commandant Dou Wu (d. 168 AD) convinced his son-in-law, Emperor Huan, to release them. However the emperor permanently	Han dynasty
38	barred Li Ying and his associates from serving in office, marking the beginning of the Partisan Prohibitions.Following Huan's death, Dou Wu and the Grand Tutor Chen Fan (d. 168 AD) attempted a coup d'état against the eunuchs Hou Lan (d. 172 AD), Cao Jie (d. 181 AD), and Wang Fu (王甫). When the plot was uncovered, the eunuchs arrested Empress Dowager Dou (d. 172 AD) and Chen Fan. General Zhang Huan (張奐) favored the eunuchs. He and his troops confronted Dou Wu and his retainers at the palace gate where each side shouted accusations of treason against the other. When	Han dynasty
39	the retainers gradually deserted Dou Wu, he was forced to commit suicide.Under Emperor Ling (r. 168–189 AD) the eunuchs had the partisan prohibitions renewed and expanded, while also auctioning off top government offices. Many affairs of state were entrusted to the eunuchs Zhao Zhong (d. 189 AD) and Zhang Rang (d. 189 AD) while Emperor Ling spent much of his time roleplaying with concubines and participating in military parades.=== End of the Han dynasty ===The Partisan Prohibitions were repealed during the Yellow Turban Rebellion and Five Pecks of Rice Rebellion in 184 AD, largely because the court did not want	Han dynasty
40	to continue to alienate a significant portion of the gentry class who might otherwise join the rebellions. The Yellow Turbans and Five-Pecks-of-Rice adherents belonged to two different hierarchical Daoist religious societies led by faith healers Zhang Jue (d. 184 AD) and Zhang Lu (d. 216 AD), respectively.Zhang Lu's rebellion, in modern northern Sichuan and southern Shaanxi, was not quelled until 215 AD. Zhang Jue's massive rebellion across eight provinces was annihilated by Han forces within a year, however the following decades saw much smaller recurrent uprisings. Although the Yellow Turbans were defeated, many generals appointed during the crisis never disbanded	Han dynasty
41	their assembled militia forces and used these troops to amass power outside of the collapsing imperial authority.General-in-Chief He Jin (d. 189 AD), half-brother to Empress He (d. 189 AD), plotted with Yuan Shao (d. 202 AD) to overthrow the eunuchs by having several generals march to the outskirts of the capital. There, in a written petition to Empress He, they demanded the eunuchs' execution. After a period of hesitation, Empress He consented. When the eunuchs discovered this, however, they had her brother He Miao (何苗) rescind the order. The eunuchs assassinated He Jin on September 22, 189 AD.Yuan Shao then	Han dynasty
42	besieged Luoyang's Northern Palace while his brother Yuan Shu (d. 199 AD) besieged the Southern Palace. On September 25 both palaces were breached and approximately two thousand eunuchs were killed. Zhang Rang had previously fled with Emperor Shao (r. 189 AD) and his brother Liu Xie—the future Emperor Xian of Han (r. 189–220 AD). While being pursued by the Yuan brothers, Zhang committed suicide by jumping into the Yellow River.General Dong Zhuo (d. 192 AD) found the young emperor and his brother wandering in the countryside. He escorted them safely back to the capital and was made Minister of Works,	Han dynasty
43	taking control of Luoyang and forcing Yuan Shao to flee. After Dong Zhuo demoted Emperor Shao and promoted his brother Liu Xie as Emperor Xian, Yuan Shao led a coalition of former officials and officers against Dong, who burned Luoyang to the ground and resettled the court at Chang'an in May 191 AD. Dong Zhuo later poisoned Emperor Shao.Dong was killed by his adopted son Lü Bu (d. 198 AD) in a plot hatched by Wang Yun (d. 192 AD). Emperor Xian fled from Chang'an in 195 AD to the ruins of Luoyang. Xian was persuaded by Cao Cao (155–220	Han dynasty
44	AD), then Governor of Yan Province in modern western Shandong and eastern Henan, to move the capital to Xuchang in 196 AD.Yuan Shao challenged Cao Cao for control over the emperor. Yuan's power was greatly diminished after Cao defeated him at the Battle of Guandu in 200 AD. After Yuan died, Cao killed Yuan Shao's son Yuan Tan (173–205 AD), who had fought with his brothers over the family inheritance. His brothers Yuan Shang and Yuan Xi were killed in 207 AD by Gongsun Kang (d. 221 AD), who sent their heads to Cao Cao.After Cao's defeat at the naval	Han dynasty
45	Battle of Red Cliffs in 208 AD, China was divided into three spheres of influence, with Cao Cao dominating the north, Sun Quan (182–252 AD) dominating the south, and Liu Bei (161–223 AD) dominating the west. Cao Cao died in March 220 AD. By December his son Cao Pi (187–226 AD) had Emperor Xian relinquish the throne to him and is known posthumously as Emperor Wen of Wei. This formally ended the Han dynasty and initiated an age of conflict between three states: Cao Wei, Eastern Wu, and Shu Han.== Culture and society ===== Social class ===In the hierarchical social	Han dynasty
46	order, the emperor was at the apex of Han society and government. However the emperor was often a minor, ruled over by a regent such as the empress dowager or one of her male relatives. Ranked immediately below the emperor were the kings who were of the same Liu family clan. The rest of society, including nobles lower than kings and all commoners excluding slaves belonged to one of twenty ranks (ershi gongcheng 二十公乘).Each successive rank gave its holder greater pensions and legal privileges. The highest rank, of full marquess, came with a state pension and a territorial fiefdom. Holders	Han dynasty
47	of the rank immediately below, that of ordinary marquess, received a pension, but had no territorial rule. Officials who served in government belonged to the wider commoner social class and were ranked just below nobles in social prestige. The highest government officials could be enfeoffed as marquesses.By the Eastern Han period, local elites of unattached scholars, teachers, students, and government officials began to identify themselves as members of a larger, nationwide gentry class with shared values and a commitment to mainstream scholarship. When the government became noticeably corrupt in mid-to-late Eastern Han, many gentrymen even considered the cultivation of morally	Han dynasty
48	grounded personal relationships more important than serving in public office.The farmer, or specifically the small landowner-cultivator, was ranked just below scholars and officials in the social hierarchy. Other agricultural cultivators were of a lower status, such as tenants, wage laborers, and slaves. The Han dynasty made adjustments to slavery in China and saw an increase in agricultural slaves. Artisans, technicians, tradespeople and craftsmen had a legal and socioeconomic status between that of owner-cultivator farmers and common merchants.State-registered merchants, who were forced by law to wear white-colored clothes and pay high commercial taxes, were considered by the gentry as social parasites	Han dynasty
49	with a contemptible status. These were often petty shopkeepers of urban marketplaces; merchants such as industrialists and itinerant traders working between a network of cities could avoid registering as merchants and were often wealthier and more powerful than the vast majority of government officials.Wealthy landowners, such as nobles and officials, often provided lodging for retainers who provided valuable work or duties, sometimes including fighting bandits or riding into battle. Unlike slaves, retainers could come and go from their master's home as they pleased. Medical physicians, pig breeders, and butchers had a fairly high social status, while occultist diviners, runners, and	Han dynasty
50	messengers had low status.=== Marriage, gender, and kinship ===The Han-era family was patrilineal and typically had four to five nuclear family members living in one household. Multiple generations of extended family members did not occupy the same house, unlike families of later dynasties. According to Confucian family norms, various family members were treated with different levels of respect and intimacy. For example, there were different accepted time frames for mourning the death of a father versus a paternal uncle.Marriages were highly ritualized, particularly for the wealthy, and included many important steps. The giving of betrothal gifts, known as bridewealth and	Han dynasty
51	dowry, were especially important. A lack of either was considered dishonorable and the woman would have been seen not as a wife, but as a concubine. Arranged marriages were normal, with the father's input on his offspring's spouse being considered more important than the mother's.Monogamous marriages were also normal, although nobles and high officials were wealthy enough to afford and support concubines as additional lovers. Under certain conditions dictated by custom, not law, both men and women were able to divorce their spouses and remarry. However, a woman who had been widowed continued to belong to her husband's family after	Han dynasty
52	his death. In order to remarry, the widow would have to be returned to her family in exchange for a ransom fee. Her children would not be allowed to go with her.Apart from the passing of noble titles or ranks, inheritance practices did not involve primogeniture; each son received an equal share of the family property. Unlike the practice in later dynasties, the father usually sent his adult married sons away with their portions of the family fortune. Daughters received a portion of the family fortune through their marriage dowries, though this was usually much less than the shares of	Han dynasty
53	sons. A different distribution of the remainder could be specified in a will, but it is unclear how common this was.Women were expected to obey the will of their father, then their husband, and then their adult son in old age. However, it is known from contemporary sources that there were many deviations to this rule, especially in regard to mothers over their sons, and empresses who ordered around and openly humiliated their fathers and brothers. Women were exempt from the annual corvée labor duties, but often engaged in a range of income-earning occupations aside from their domestic chores of	Han dynasty
54	cooking and cleaning.The most common occupation for women was weaving clothes for the family, sale at market or for large textile enterprises that employed hundreds of women. Other women helped on their brothers' farms or became singers, dancers, sorceresses, respected medical physicians, and successful merchants who could afford their own silk clothes. Some women formed spinning collectives, aggregating the resources of several different families.=== Education, literature, and philosophy ===The early Western Han court simultaneously accepted the philosophical teachings of Legalism, Huang-Lao Daoism, and Confucianism in making state decisions and shaping government policy. However, the Han court under Emperor Wu gave	Han dynasty
55	Confucianism exclusive patronage. He abolished all academic chairs or erudites (bóshì 博士) not dealing with the Confucian Five Classics in 136 BCE and encouraged nominees for office to receive a Confucian-based education at the Imperial University that he established in 124 BCE.Unlike the original ideology espoused by Confucius, or Kongzi (551–479 BCE), Han Confucianism in Emperor Wu's reign was the creation of Dong Zhongshu (179–104 BCE). Dong was a scholar and minor official who aggregated the ethical Confucian ideas of ritual, filial piety, and harmonious relationships with five phases and yin-yang cosmologies. Much to the interest of the ruler, Dong's	Han dynasty
56	synthesis justified the imperial system of government within the natural order of the universe.The Imperial University grew in importance as the student body grew to over 30,000 by the 2nd century CE. A Confucian-based education was also made available at commandery-level schools and private schools opened in small towns, where teachers earned respectable incomes from tuition payments. Schools were established in far southern regions where standard Chinese texts were used to assimilate the local populace.Some important texts were created and studied by scholars. Philosophical works written by Yang Xiong (53 BCE – 18 CE), Huan Tan (43 BCE – 28	Han dynasty
57	CE), Wang Chong (27–100 CE), and Wang Fu (78–163 CE) questioned whether human nature was innately good or evil and posed challenges to Dong's universal order. The Records of the Grand Historian by Sima Tan (d. 110 BCE) and his son Sima Qian (145–86 BCE) established the standard model for all of imperial China's Standard Histories, such as the Book of Han written by Ban Biao (3–54 CE), his son Ban Gu (32–92 CE), and his daughter Ban Zhao (45–116 CE). There were dictionaries such as the Shuowen Jiezi by Xu Shen (c. 58 – c. 147 CE) and the	Han dynasty
58	Fangyan by Yang Xiong.Biographies on important figures were written by various gentrymen. Han dynasty poetry was dominated by the fu genre, which achieved its greatest prominence during the reign of Emperor Wu.=== Law and order ===Han scholars such as Jia Yi (201–169 BCE) portrayed the previous Qin dynasty as a brutal regime. However, archeological evidence from Zhangjiashan and Shuihudi reveal that many of the statutes in the Han law code compiled by Chancellor Xiao He (d. 193 BCE) were derived from Qin law.Various cases for rape, physical abuse and murder were prosecuted in court. Women, although usually having fewer rights	Han dynasty
59	by custom, were allowed to level civil and criminal charges against men. While suspects were jailed, convicted criminals were never imprisoned. Instead, punishments were commonly monetary fines, periods of forced hard labor for convicts, and the penalty of death by beheading. Early Han punishments of torturous mutilation were borrowed from Qin law. A series of reforms abolished mutilation punishments with progressively less-severe beatings by the bastinado.Acting as a judge in lawsuits was one of many duties of the county magistrate and Administrators of commanderies. Complex, high-profile or unresolved cases were often deferred to the Minister of Justice in the capital	Han dynasty
